name,materialRef,seriesName,season,episodeNumber,projectType,startDate,deadline,writtenAt,mixedAt,deliveredAt,mixStatus,status,deliveryStatus,vsStatus,pageCount,durationMin,redacteurId,techSonId,broadcastChannel,isMixed,isWritten,isDelivered,isNarrated,isAINarrator,workflowStep,language,totalEpisodes
foliesdegraduation-0_m9255a_2026-4-17_prise2_31353012,m9255a,foliesdegraduation,,,FILM,2026-03-18,2026-04-17,2026-04-15,2026-04-16,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,21,95.52,user001,user003,prise2,True,True,False,True,True,DISPATCH,fr,0
foliesdegraduation2-0_m9229a_2026-4-17_prise2_31644819,m9229a,foliesdegraduation2,,,FILM,2026-03-27,2026-04-17,2026-04-15,2026-04-16,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,24,99.63,user001,user011,prise2,True,True,False,True,True,DISPATCH,fr,0
monheroine-0_m9001a_2026-4-12_tva_29344374,m9001a,monheroine,,,FILM,2026-04-08,2026-04-12,2026-04-10,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,78,110.15,user002,user011,tva,True,True,False,True,True,DISPATCH,fr,0
magnum2018-1_i8114-e76440_2026-5-27_addik_10150055,e76440,magnum2018,,,SERIE_EMISSION,2026-03-16,2026-05-27,2026-04-07,2026-04-07,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,9,41.85,user007,user010,addik,True,True,False,True,True,DISPATCH,fr,0
lepreuveducourage-0_m9277a_2026-4-19_temoin_31605917,m9277a,lepreuveducourage,,,FILM,2026-03-26,2026-04-19,2026-04-14,2026-04-15,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,33,122.77,user001,user010,temoin,True,True,False,True,True,DISPATCH,fr,0
turnerethooch-1_107-g05003_2026-4-8_addik_31610915,g05003,turnerethooch,1,107,SERIE_EMISSION,2026-03-18,2026-04-08,2026-04-03,2026-04-03,2026-04-03,FAIT,FAIT,PAS_ENCORE,AI,10,49.43,user002,user011,addik,True,True,False,True,True,DISPATCH,fr,0
lappat2010-0_m9268a_2026-4-11_prise2_31376354,m9268a,lappat2010,,,FILM,2026-03-18,2026-04-11,2026-04-06,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,27,84.42,user002,user011,prise2,True,True,False,True,True,DISPATCH,fr,0
hatchprotectionrapprochee-0_m9270a_2026-4-13_tva_31421094,m9270a,hatchprotectionrapprochee,,,FILM,2026-03-18,2026-04-13,2026-04-07,2026-04-07,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,29,116.93,user002,user011,tva,True,True,False,True,True,DISPATCH,fr,0
supermanetlois-4_t1324408-g03913_2026-4-13_addik_30665272,g03913,supermanetlois,,,SERIE_EMISSION,2026-03-18,2026-04-13,2026-04-01,2026-04-01,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,30,48.87,user008,user011,addik,True,True,False,True,True,DISPATCH,fr,0
turnerethooch-1_108-g05004_2026-4-15_addik_31611395,g05004,turnerethooch,1,108,SERIE_EMISSION,2026-03-18,2026-04-15,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,11,50.48,user008,user003,addik,True,True,False,True,True,DISPATCH,fr,0
coupfumant-0_m9278a_2026-5-22_addik_31619226,m9278a,coupfumant,,,FILM,2026-03-26,2026-04-19,2026-04-18,2026-04-18,,FAIT,FAIT,PAS_ENCORE,AI,19,111.85,user007,user003,addik,True,True,False,True,True,DISPATCH,fr,0
saintpierre-1_109-g04350_2026-4-23_addik_31606118,g04350,saintpierre,1,109,SERIE_EMISSION,2026-03-17,2026-04-23,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,9,47.85,user001,user011,addik,True,True,False,True,True,DISPATCH,fr,0
lappat-0_m9282a_2026-4-24_evasion_31624807,m9282a,lappat,,,FILM,2026-03-25,2026-04-24,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,93.67,user002,,evasion,False,False,False,False,False,DISPATCH,fr,0
mauvaisgarconsalaviealamort-0_m9281a_2026-4-25_tva_31619620,m9281a,mauvaisgarconsalaviealamort,,,FILM,2026-04-10,2026-04-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,119.12,user007,,tva,False,False,False,False,False,DISPATCH,fr,0
mobland-1_106-g04022_2026-4-30_addik_30691493,g04022,mobland,1,106,SERIE_EMISSION,2026-03-18,2026-04-30,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,8,44.42,user006,user003,addik,True,True,False,True,True,DISPATCH,fr,0
mobland-1_107-g04023_2026-5-7_addik_30691508,g04023,mobland,1,107,SERIE_EMISSION,2026-03-18,2026-05-07,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,7,42.58,user006,user003,addik,True,True,False,True,True,DISPATCH,fr,0
lescoulissesdelamort-0_m9257a_2026-4-3_prise2_31604674,m9257a,lescoulissesdelamort,,,FILM,2026-03-23,2026-04-03,2026-04-03,2026-04-03,2026-04-03,FAIT,FAIT,PAS_ENCORE,AI,20,110.13,user006,user003,prise2,True,True,False,True,True,DISPATCH,fr,0
thebaker-0_m9276a_2026-4-10_addik_31605888,m9276a,thebaker,,,FILM,2026-03-23,2026-04-10,2026-04-07,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,39,104.8,user008,user010,addik,True,True,False,True,True,DISPATCH,fr,0
traqueursdelite-1_8dw05-g05458_2026-4-16_addik_31359285,g05458,traqueursdelite,1,8dw05,SERIE_EMISSION,2026-03-19,2026-04-16,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,17,46.3,user008,user010,addik,True,True,False,True,True,DISPATCH,fr,0
salledecoute-film_film-m8877a_2026-4-18_tva_27302856,m8877a,salledecoute,,,SERIE_EMISSION,2026-03-24,2026-04-18,2026-04-13,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,25,97.62,user002,user003,tva,True,True,False,True,True,DISPATCH,fr,0
air-0_m7001a_2026-4-3_addik_20032603,m7001a,air,,,FILM,2026-03-26,2026-04-03,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,25,112.27,user002,user003,addik,True,True,False,True,True,DISPATCH,fr,0
lesensdelhumour-0_m9256a_2026-4-26_prise2_31376597,m9256a,lesensdelhumour,,,FILM,2026-03-18,2026-04-26,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,110.18,user008,,prise2,False,False,False,False,False,DISPATCH,fr,0
jourdepaye-0_m9279a_2026-5-6_addik_31622381,m9279a,jourdepaye,,,FILM,2026-03-27,2026-04-26,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,96.73,user008,,addik,False,False,False,False,False,DISPATCH,fr,0
911centredecrise-1_114-g05215_2026-4-28_temoin_31567777,g05215,911centredecrise,1,114,SERIE_EMISSION,2026-03-09,2026-04-28,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,22.7,user007,,temoin,False,False,False,False,False,DISPATCH,fr,0
traqueursdelite-1_8dw08-g05461_2026-5-7_addik_31359497,g05461,traqueursdelite,1,8dw08,SERIE_EMISSION,2026-03-19,2026-05-07,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,7,45.5,user006,user010,addik,True,True,False,True,True,DISPATCH,fr,0
provenances-2_15-g04498_2026-4-21_addik_31048166,g04498,provenances,2,15,SERIE_EMISSION,2026-03-23,2026-04-21,2026-04-09,2026-04-10,2026-04-10,FAIT,FAIT,PAS_ENCORE,AI,11,53.6,user007,user010,addik,True,True,False,True,True,DISPATCH,fr,0
michelbarrettedroledejournee-0_g05353_2026-4-23_prise2_31605871,g05353,michelbarrettedroledejournee,,,FILM,2026-03-27,2026-04-23,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,6,46.15,user002,user011,prise2,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_5-g04328_2026-4-29_tva_30958657,g04328,larecrue,7,5,SERIE_EMISSION,2026-03-18,2026-04-29,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,43.08,user002,,tva,False,False,False,False,False,DISPATCH,fr,0
macketritav2-0_m8878a_2026-4-26_tva_27598185,m8878a,macketritav2,,,FILM,2026-03-27,2026-04-26,2026-04-05,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,11,95.5,user006,user003,tva,True,True,False,True,True,DISPATCH,fr,0
magicmikedernieredanse-0_m9062a_2026-5-1_tva_29786579,m9062a,magicmikedernieredanse,,,FILM,2026-03-31,2026-05-01,2026-04-16,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,21,112.72,user006,user011,tva,True,True,False,True,True,DISPATCH,fr,0
hisper5legrandouragan-0_m8780a_2026-5-2_tva_29163298,m8780a,hisper5legrandouragan,,,FILM,2026-03-26,2026-05-02,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,110.68,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
mesuresextremes-0_m9183a_2026-5-3_prise2_31165345,m9183a,mesuresextremes,,,FILM,2026-03-26,2026-05-03,2026-04-15,2026-04-16,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,22,118.52,user006,user011,prise2,True,True,False,True,True,DISPATCH,fr,0
etailleur-0_m9106a_2026-5-9_tva_30217724,m9106a,etailleur,,,FILM,2026-03-26,2026-05-09,2026-04-13,2026-04-14,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,17,107.4,user007,user010,tva,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_6-g04329_2026-5-6_tva_30959333,g04329,larecrue,7,6,SERIE_EMISSION,2026-03-23,2026-05-06,2026-04-14,2026-04-15,2026-04-15,FAIT,FAIT,PAS_ENCORE,AI,10,43.58,user008,user010,tva,True,True,False,True,True,DISPATCH,fr,0
provenances-2_18-g04501_2026-5-12_addik_31048432,g04501,provenances,2,18,SERIE_EMISSION,2026-03-23,2026-05-12,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,8,46.12,user007,user010,addik,True,True,False,True,True,DISPATCH,fr,0
laloietlordre-24_8fp01-g05893_2026-5-7_temoin_31707978,g05893,laloietlordre,24,8fp01,SERIE_EMISSION,2026-04-09,2026-05-07,2026-04-14,2026-04-14,2026-04-14,FAIT,FAIT,PAS_ENCORE,AI,6,47.53,user006,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
batiraveclesbaeumler-1_2-g05945_2026-5-14_casa_31645934,g05945,batiraveclesbaeumler,1,2,SERIE_EMISSION,2026-03-25,2026-05-14,2026-04-01,2026-04-01,2026-04-01,FAIT,FAIT,PAS_ENCORE,AI,7,45.23,user001,user010,casa,True,True,False,True,True,DISPATCH,fr,0
traqueursdelite-1_8dw09-g05462_2026-5-14_addik_31359527,g05462,traqueursdelite,1,8dw09,SERIE_EMISSION,2026-03-19,2026-05-14,2026-04-05,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,7,46.77,user006,user003,addik,True,True,False,True,True,DISPATCH,fr,0
lalunedemiel-0_m8954a_2026-5-10_tva_28714129,m8954a,lalunedemiel,,,FILM,2026-03-26,2026-05-10,2026-04-16,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,22,111.07,user002,user003,tva,True,True,False,True,True,DISPATCH,fr,0
provenances-2_19-g04502_2026-5-19_addik_31048531,g04502,provenances,2,19,SERIE_EMISSION,2026-03-23,2026-05-19,2026-04-07,2026-04-07,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,8,47.17,user007,user003,addik,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_4-g04327_2026-4-22_tva_30958276,g04327,larecrue,7,4,SERIE_EMISSION,2026-03-18,2026-04-22,2026-04-02,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,13,43.53,user001,user010,tva,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_8-g04331_2026-5-20_tva_30960141,g04331,larecrue,7,8,SERIE_EMISSION,2026-03-23,2026-05-20,2026-04-02,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,13,42.45,user001,user010,tva,True,True,False,True,True,DISPATCH,fr,0
traqueursdelite-1_8dw10-g05463_2026-5-21_addik_31359546,g05463,traqueursdelite,1,8dw10,SERIE_EMISSION,2026-03-19,2026-05-21,2026-04-01,2026-04-01,2026-04-01,FAIT,FAIT,PAS_ENCORE,AI,11,47.37,user002,user011,addik,True,True,False,True,True,DISPATCH,fr,0
joshgatestraqueurdemysteres-4_414-e77539_2026-5-11_evasion_20091053,e77539,joshgatestraqueurdemysteres,4,414,SERIE_EMISSION,2026-04-08,2026-05-11,2026-04-14,2026-04-14,2026-04-14,FAIT,FAIT,PAS_ENCORE,AI,4,44.02,user006,user011,evasion,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_7-g04330_2026-5-13_tva_30959776,g04330,larecrue,7,7,SERIE_EMISSION,2026-03-23,2026-05-13,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,43.58,user002,,tva,False,False,False,False,False,DISPATCH,fr,0
tuezvousetesfilme-2_203-g04899_2026-5-13_temoin_31162571,g04899,tuezvousetesfilme,2,203,SERIE_EMISSION,2026-03-31,2026-05-13,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,45.0,user001,,temoin,False,False,False,False,False,DISPATCH,fr,0
granturismo-0_m9056a_2026-5-16_tva_29988757,m9056a,granturismo,,,FILM,2026-03-27,2026-05-16,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,142.25,user007,,tva,False,False,False,False,False,DISPATCH,fr,0
inscriptionsmillionnairesla-14_1401-g06117_2026-5-26_casa_31663659,g06117,inscriptionsmillionnairesla,14,1401,SERIE_EMISSION,2026-03-27,2026-05-26,2026-04-01,2026-04-01,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,7,45.2,user001,user010,casa,True,True,False,True,True,DISPATCH,fr,0
provenances-2_20-g04503_2026-5-26_addik_31048632,g04503,provenances,2,20,SERIE_EMISSION,2026-03-23,2026-05-26,2026-04-09,2026-04-10,2026-04-10,FAIT,FAIT,PAS_ENCORE,AI,11,59.93,user007,user010,addik,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_9-g04332_2026-5-27_tva_30960348,g04332,larecrue,7,9,SERIE_EMISSION,2026-03-23,2026-05-27,2026-04-06,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,9,43.57,user001,user003,tva,True,True,False,True,True,DISPATCH,fr,0
locationsdereveausoleil-2_242-g06070_2026-5-27_casa_31626850,g06070,locationsdereveausoleil,2,242,SERIE_EMISSION,2026-03-25,2026-05-27,2026-04-01,2026-04-01,2026-04-01,FAIT,FAIT,PAS_ENCORE,AI,3,57.78,user001,user010,casa,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_10-g04333_2026-6-3_tva_30960655,g04333,larecrue,7,10,SERIE_EMISSION,2026-03-23,2026-06-03,2026-04-06,2026-04-07,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,8,43.53,user001,user010,tva,True,True,False,True,True,DISPATCH,fr,0
tuezvousetesfilme-2_204-g04900_2026-5-20_temoin_31162796,g04900,tuezvousetesfilme,2,204,SERIE_EMISSION,2026-03-31,2026-05-20,2026-04-15,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,32,45.03,user006,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
lesameriques-1_vid06-g05976_2026-6-4_evasion_31620090,g05976,lesameriques,,,SERIE_EMISSION,2026-03-27,2026-06-04,2026-04-06,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,7,44.45,user002,user011,evasion,True,True,False,True,True,DISPATCH,fr,0
lessaintscriminelsdenewark-0_m8735a_2026-5-23_tva_20979749,m8735a,lessaintscriminelsdenewark,,,FILM,2026-03-26,2026-05-23,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,122.3,user008,,tva,False,False,False,False,False,DISPATCH,fr,0
inscriptionsmillionnairesla-14_1403-g06119_2026-6-9_casa_31663746,g06119,inscriptionsmillionnairesla,14,1403,SERIE_EMISSION,2026-03-27,2026-06-09,2026-04-06,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,5,45.2,user002,user011,casa,True,True,False,True,True,DISPATCH,fr,0
ledernierboyscout-0_m9225a_2026-5-23_prise2_31165497,m9225a,ledernierboyscout,,,FILM,2026-03-27,2026-05-23,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,105.85,user001,,prise2,False,False,False,False,False,DISPATCH,fr,0
locationsdereveausoleil-2_244-g06072_2026-6-10_casa_31627155,g06072,locationsdereveausoleil,2,244,SERIE_EMISSION,2026-03-25,2026-06-10,2026-04-06,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,5,59.9,user008,user003,casa,True,True,False,True,True,DISPATCH,fr,0
lesameriques-1_vid03-g05977_2026-6-11_evasion_31620018,g05977,lesameriques,,,SERIE_EMISSION,2026-03-27,2026-06-11,2026-04-07,2026-04-07,2026-04-07,FAIT,FAIT,PAS_ENCORE,AI,12,43.47,user008,user003,evasion,True,True,False,True,True,DISPATCH,fr,0
lelotdudiable-1_3-g05163_2026-6-15_tva_31256623,g05163,lelotdudiable,1,3,SERIE_EMISSION,2026-03-23,2026-06-15,2026-04-03,2026-04-03,2026-04-03,FAIT,FAIT,PAS_ENCORE,AI,8,46.33,user008,user010,tva,True,True,False,True,True,DISPATCH,fr,0
provenances-2_16-g04499_2026-4-28_addik_31048326,g04499,provenances,2,16,SERIE_EMISSION,2026-03-23,2026-04-28,2026-04-01,2026-04-01,2026-04-01,FAIT,FAIT,PAS_ENCORE,AI,13,49.33,user001,user003,addik,True,True,False,True,True,DISPATCH,fr,0
locationsdereveausoleil-2_245-g06073_2026-6-17_casa_31627190,g06073,locationsdereveausoleil,2,245,SERIE_EMISSION,2026-03-25,2026-06-17,2026-04-06,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,2,57.9,user008,user003,casa,True,True,False,True,True,DISPATCH,fr,0
timescaperetourauxdinosaures-0_m8866a_2026-5-24_tva_27146925,m8866a,timescaperetourauxdinosaures,,,FILM,2026-03-26,2026-05-24,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,81.02,user008,,tva,False,False,False,False,False,DISPATCH,fr,0
lelotdudiable-1_4-g05164_2026-6-22_tva_31256641,g05164,lelotdudiable,1,4,SERIE_EMISSION,2026-03-23,2026-06-22,2026-04-10,2026-04-10,2026-04-10,FAIT,FAIT,PAS_ENCORE,AI,7,46.33,user008,user011,tva,True,True,False,True,True,DISPATCH,fr,0
traqueursdelite-1_8dw07-g05460_2026-4-30_addik_31359458,g05460,traqueursdelite,1,8dw07,SERIE_EMISSION,2026-03-19,2026-04-30,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,9,46.03,user006,user011,addik,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_12-g04335_2026-6-24_tva_30961046,g04335,larecrue,7,12,SERIE_EMISSION,2026-03-23,2026-06-24,2026-04-04,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,6,43.53,user006,user003,tva,True,True,False,True,True,DISPATCH,fr,0
masterchefduosdynamiques-15_1511-g05691_2026-6-29_casa_31664583,g05691,masterchefduosdynamiques,15,1511,SERIE_EMISSION,2026-03-27,2026-06-29,2026-04-02,2026-04-02,2026-04-02,FAIT,FAIT,PAS_ENCORE,AI,2,43.18,user006,user011,casa,True,True,False,True,True,DISPATCH,fr,0
lessacrifies4-0_m9128a_2026-5-29_tva_30652622,m9128a,lessacrifies4,,,FILM,2025-12-29,2026-05-29,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,107.02,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
911centredecrise-1_112-g05213_2026-4-14_temoin_31539443,g05213,911centredecrise,1,112,SERIE_EMISSION,2026-03-02,2026-04-14,2026-04-13,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,25,22.7,user007,user010,temoin,True,True,False,True,True,DISPATCH,fr,0
lelotdudiable-1_6-g05166_2026-7-6_tva_31256726,g05166,lelotdudiable,1,6,SERIE_EMISSION,2026-03-23,2026-07-06,2026-04-02,2026-04-07,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,6,46.33,user001,user010,tva,True,True,False,True,True,DISPATCH,fr,0
terrifiante-film_film-m9280a_2026-5-31_addik_31617956,m9280a,terrifiante,,,SERIE_EMISSION,2026-03-31,2026-05-31,2026-04-16,,,PAS_ENCORE,FAIT,PAS_ENCORE,AI,26,88.82,user008,,addik,False,True,False,True,True,DISPATCH,fr,0
lesameriques-1_vic08-g05981_2026-7-9_evasion_31620127,g05981,lesameriques,,,SERIE_EMISSION,2026-03-27,2026-07-09,2026-04-02,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,11,43.47,user001,user011,evasion,True,True,False,True,True,DISPATCH,fr,0
lelotdudiable-1_7-g05167_2026-7-13_tva_31256869,g05167,lelotdudiable,1,7,SERIE_EMISSION,2026-03-23,2026-07-13,2026-04-04,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,5,46.33,user006,user003,tva,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_15-g04338_2026-7-15_tva_30962756,g04338,larecrue,7,15,SERIE_EMISSION,2026-03-23,2026-07-15,2026-04-13,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,6,43.6,user001,user003,tva,True,True,False,True,True,DISPATCH,fr,0
filmeesaleurinsu-1_1-g06089_2026-6-3_temoin_31637662,g06089,filmeesaleurinsu,1,1,SERIE_EMISSION,2026-03-27,2026-06-03,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,62.07,user002,,temoin,False,False,False,False,False,DISPATCH,fr,0
